# x  den  pres  sie vel 
0.050000	1.000000	1.000000	2.500000	0.000000
0.150000	1.000000	1.000000	2.500000	0.000000
0.250000	1.000000	1.000000	2.500000	0.000000
0.350000	1.000000	1.000000	2.500000	0.000000
0.450000	1.000000	1.000000	2.500000	0.000000
0.550000	1.000000	1.000000	2.500000	0.000000
0.650000	1.000000	1.000000	2.500000	0.000000
0.750000	1.000000	1.000000	2.500000	0.000000
0.850000	1.000000	1.000000	2.500000	0.000000
0.950000	1.000000	1.000000	2.500000	0.000000
1.050000	1.000000	1.000000	2.500000	0.000000
1.150000	1.000000	1.000000	2.500000	0.000000
1.250000	1.000000	1.000000	2.500000	0.000000
1.350000	1.000000	1.000000	2.500000	0.000000
1.450000	1.000000	1.000000	2.500000	0.000000
1.550000	1.000000	1.000000	2.500000	0.000000
1.650000	1.000000	1.000000	2.500000	0.000000
1.750000	1.000000	1.000000	2.500000	0.000000
1.850000	1.000000	1.000000	2.500000	0.000000
1.950000	1.000000	1.000000	2.500000	0.000000
2.050000	1.000000	1.000000	2.500000	0.000000
2.150000	1.000000	1.000000	2.500000	0.000000
2.250000	1.000000	1.000000	2.500000	0.000000
2.350000	1.000000	1.000000	2.500000	0.000000
2.450000	1.000000	1.000000	2.500000	0.000000
2.550000	1.000000	1.000000	2.500000	0.000000
2.650000	1.000000	1.000000	2.500000	0.000000
2.750000	1.000000	1.000000	2.500000	0.000000
2.850000	1.000000	1.000000	2.500000	0.000000
2.950000	1.000000	1.000000	2.500000	0.000000
3.050000	1.000000	1.000000	2.500000	0.000000
3.150000	1.000000	1.000000	2.500000	0.000000
3.250000	1.000000	1.000000	2.500000	0.000000
3.350000	1.000000	1.000000	2.500000	0.000000
3.450000	1.000000	1.000000	2.500000	0.000000
3.550000	1.000000	1.000000	2.500000	0.000000
3.650000	1.000000	1.000000	2.500000	0.000000
3.750000	1.000000	1.000000	2.500000	0.000000
3.850000	1.000000	1.000000	2.500000	0.000000
3.950000	1.000000	1.000000	2.500000	0.000000
4.050000	1.000000	1.000000	2.500000	0.000000
4.150000	1.000000	1.000000	2.500000	0.000000
4.250000	1.000000	1.000000	2.500000	0.000000
4.350000	1.000000	1.000000	2.500000	0.000000
4.450000	1.000000	1.000000	2.500000	0.000000
4.550000	1.000000	1.000000	2.500000	0.000000
4.650000	1.000000	1.000000	2.500000	0.000000
4.750000	1.000000	1.000000	2.500000	0.000000
